City_Data,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
273,zhezkazgan,95,KZ,1615763887,81,47.8043,67.7144,2.8,5.82
274,geraldton,1,AU,1615763714,29,-28.7667,114.6,75.2,21.85
275,yelizovo,1,RU,1615763888,55,53.1873,158.3805,30.2,4.47
276,srednekolymsk,0,RU,1615763888,84,67.45,153.6833,-12.64,5.95
277,chuy,0,UY,1615763365,78,-33.6971,-53.4616,64.53,6.42
278,rayachoti,0,IN,1615763888,58,14.05,78.75,68.68,4.94
279,lompoc,20,US,1615763319,54,34.6391,-120.4579,57.2,11.5
280,palmerston,40,AU,1615763889,79,-12.486,130.9833,86.0,1.14
281,roald,0,NO,1615763556,81,62.5833,6.1333,37.4,10.36
282,abdulino,80,RU,1615763890,80,53.7,53.6667,3.42,9.73
283,namibe,80,AO,1615763601,80,-15.1961,12.1522,76.28,4.52
284,iquique,20,CL,1615763585,68,-20.2208,-70.1431,73.4,17.27
285,clinton,75,US,1615763890,51,42.587,-82.9199,37.0,12.66
286,mandalgovi,0,MN,1615763891,46,45.7625,106.2708,9.45,5.7
287,gympie,97,AU,1615763891,79,-26.1898,152.665,76.15,4.68
288,esperance,36,AU,1615763468,82,-33.8667,121.9,51.8,8.05
289,xiongyue,100,CN,1615763892,79,40.1774,122.1228,41.43,11.39
290,faanui,99,PF,1615763595,73,-16.4833,-151.75,83.07,13.27
291,portland,90,US,1615763340,76,45.5234,-122.6762,50.0,8.05
292,vandra,100,EE,1615763893,100,58.6481,25.0361,32.0,1.01
293,takoradi,100,GH,1615763893,75,4.8845,-1.7554,78.53,2.66
294,san ramon de la nueva oran,100,AR,1615763748,89,-23.1322,-64.326,78.01,2.66
295,briancon,50,FR,1615763894,39,44.9,6.65,45.0,4.32
296,arrifes,75,PT,1615763894,100,37.7667,-25.7,60.8,10.36
297,chute-aux-outardes,40,CA,1615763895,45,49.1168,-68.399,15.8,9.22
298,hefei,99,CN,1615763895,77,31.8639,117.2808,60.8,11.18
299,bosaso,66,SO,1615763600,73,11.2842,49.1816,75.18,3.8
300,abilene,1,US,1615763896,17,32.4487,-99.7331,69.01,17.27
301,bonavista,100,CA,1615763647,86,48.6499,-53.1147,28.0,3.44
302,puerto el triunfo,0,SV,1615763896,31,13.2833,-88.55,93.2,2.3
303,pitimbu,20,BR,1615763571,83,-7.4706,-34.8086,78.8,6.91
304,dingle,61,PH,1615763325,88,10.9995,122.6711,77.32,1.92
305,adrar,78,MR,1615763684,24,20.5022,-10.0711,72.75,8.57
306,giyani,1,ZA,1615763897,77,-23.3025,30.7187,68.32,3.42
307,nchelenge,24,ZM,1615763898,90,-9.3451,28.734,67.91,6.2
308,fort william,96,GB,1615763888,94,56.8165,-5.1121,41.0,3.06
309,sangod,10,IN,1615763898,26,24.9167,76.2833,72.18,3.49
310,kirakira,20,SB,1615763899,69,-10.4544,161.9205,83.97,3.13
311,sandwick,90,GB,1615763899,76,60.0,-1.25,44.6,20.71
312,dormont,1,US,1615763900,36,40.3959,-80.0331,42.01,13.8
313,samarai,87,PG,1615763900,70,-10.6167,150.6667,83.66,5.14
314,salinas,90,US,1615763617,51,36.6777,-121.6555,60.8,10.36
315,savannakhet,13,LA,1615763900,82,16.566,104.751,68.97,4.18
316,kahului,20,US,1615763465,61,20.8947,-156.47,78.8,14.97
317,kavieng,89,PG,1615763469,67,-2.5744,150.7967,83.17,3.2
318,langham,1,CA,1615763700,57,52.3668,-106.9679,44.6,21.85
319,poltavka,1,RU,1615763901,97,54.3663,71.7632,-2.78,9.42
320,salalah,0,OM,1615763690,53,17.0151,54.0924,71.6,4.61
321,rochester,40,US,1615763622,37,43.1548,-77.6156,30.99,18.41
322,neuquen,0,AR,1615763902,44,-38.9516,-68.0591,78.8,8.05
323,saint george,1,US,1615763324,33,37.1041,-113.5841,63.0,18.41
324,barra,18,BR,1615763569,58,-11.0894,-43.1417,78.44,2.89
325,rabo de peixe,75,PT,1615763903,100,37.8,-25.5833,60.8,10.36
326,vanino,0,RU,1615763904,57,49.0869,140.2543,37.24,1.97
327,port moresby,40,PG,1615763652,78,-9.4431,147.1797,82.4,11.5
328,san vicente,18,AR,1615763716,63,-26.6167,-54.1333,73.4,3.74
329,provideniya,100,RU,1615763566,94,64.3833,-173.3,24.13,9.46
330,college,20,US,1615763374,35,64.8569,-147.8028,19.0,1.39
331,ongandjera,51,NA,1615763905,55,-17.8833,15.0667,77.09,5.37
332,berlevag,90,NO,1615763905,86,70.8578,29.0864,26.6,3.44
333,lakatoro,85,VU,1615763906,71,-16.0999,167.4164,82.62,1.61
334,gat,100,IL,1615763558,100,31.61,34.7642,55.99,1.25
335,clifton springs,90,AU,1615763906,72,-38.15,144.5667,60.8,14.97
336,hovd,100,MN,1615763635,22,48.0056,91.6419,16.63,3.89
337,muros,8,ES,1615763907,89,42.7762,-9.0603,46.99,1.01
338,umm lajj,61,SA,1615763908,57,25.0213,37.2685,75.2,4.63
339,daman,0,IN,1615763908,51,20.4167,72.85,75.88,7.34
340,makokou,91,GA,1615763908,98,0.5738,12.8642,70.18,2.68
341,morlaix,90,FR,1615763909,93,48.5833,-4.0,51.01,16.11
342,isangel,75,VU,1615763665,89,-19.55,169.2667,80.6,5.75
343,iqaluit,40,CA,1615763909,63,63.7506,-68.5145,-16.01,20.71
344,te anau,100,NZ,1615763910,95,-45.4167,167.7167,54.97,6.76
345,buarcos,0,PT,1615763910,93,40.166,-8.8768,54.0,4.61
346,sitka,20,US,1615763598,40,57.0531,-135.33,33.8,3.44
347,kirkland lake,100,CA,1615763710,44,48.1446,-80.0377,12.2,12.64
348,haftoni,100,AZ,1615763911,93,38.7632,48.7622,39.2,2.3
349,chernyshevskiy,8,RU,1615763912,93,63.0128,112.4714,-18.62,8.34
350,vicksburg,40,US,1615763912,53,32.3526,-90.8779,80.6,11.5
351,mormugao,20,IN,1615763912,100,15.4,73.8,78.8,3.44
352,leh,57,IN,1615763913,81,34.1667,77.5833,21.34,2.39
353,vestmannaeyjar,99,IS,1615763636,78,63.4427,-20.2734,39.72,15.32
354,christchurch,78,NZ,1615763866,40,-43.5333,172.6333,73.4,4.61
355,nemuro,100,JP,1615763914,88,43.3236,145.575,33.6,26.06
356,waingapu,92,ID,1615763914,81,-9.6567,120.2641,79.38,1.95
357,san patricio,90,US,1615763377,68,28.017,-97.5169,64.99,11.5
358,kudahuvadhoo,85,MV,1615763914,70,2.6708,72.8944,82.67,9.8
359,ede,90,NL,1615763915,93,52.0333,5.6583,43.0,6.91
360,west bay,20,KY,1615763915,74,19.3667,-81.4167,80.6,9.22
361,tual,92,ID,1615763663,70,-5.6667,132.75,83.53,5.23
362,prince rupert,90,CA,1615763705,93,54.3161,-130.3201,35.6,5.75
363,novopokrovka,0,UA,1615763916,75,49.8425,36.5477,35.6,6.71
364,havelock,75,US,1615763917,34,34.8791,-76.9013,66.0,8.05
365,terenos,40,BR,1615763917,83,-20.4422,-54.8603,75.2,3.44
366,si bun ruang,64,TH,1615763918,41,16.9667,102.2833,80.22,2.57
367,marolambo,17,MG,1615763918,98,-20.05,48.1167,65.52,2.66
368,makurdi,40,NG,1615763919,58,7.7411,8.5121,78.69,5.53
369,nabinagar,0,BD,1615763919,73,23.8917,90.9733,73.4,4.45
370,ixtapa,20,MX,1615763920,68,20.7,-105.2,73.4,10.36
371,bilibino,100,RU,1615763568,93,68.0546,166.4372,-12.91,5.79
372,bakchar,88,RU,1615763920,97,57.0186,82.0711,-2.06,5.99
373,hualmay,8,PE,1615763573,74,-11.0964,-77.6139,74.82,7.29
374,lubbock,75,US,1615763753,20,33.6001,-101.8338,61.0,23.02
375,oranjemund,45,NA,1615763921,84,-28.55,16.4333,64.6,9.13
376,moose factory,1,CA,1615763922,51,51.2585,-80.6094,5.0,12.66
377,west wendover,1,US,1615763922,17,40.7391,-114.0733,60.8,11.5
378,ibra,1,OM,1615763825,46,22.6906,58.5334,63.05,0.38
379,zemio,100,CF,1615763923,95,5.0314,25.1361,69.73,5.97
380,banda aceh,80,ID,1615763923,81,5.5577,95.3222,79.07,10.74
381,quang ngai,36,VN,1615763924,93,15.1167,108.8,68.49,3.96
382,sawtell,90,AU,1615763924,77,-30.3833,153.1,68.0,20.71
383,naze,0,JP,1615763924,77,28.3667,129.4833,62.6,3.44
384,husavik,0,IS,1615763310,86,66.0449,-17.3389,21.2,3.44
385,llangefni,90,GB,1615763925,87,53.2556,-4.3106,48.2,16.11
386,trelew,82,AR,1615763926,58,-43.249,-65.3051,65.66,19.44
387,serdobsk,91,RU,1615763926,88,52.4586,44.2169,21.43,11.18
388,cayenne,40,GF,1615763396,94,4.9333,-52.3333,75.99,8.7
389,peremyshlyany,0,UA,1615763927,81,49.6652,24.5585,39.0,4.47
390,porto novo,20,BJ,1615763927,89,6.4965,2.6036,78.8,2.3
391,kudus,20,ID,1615763928,88,-6.8048,110.8405,77.0,2.3
392,parchim,62,DE,1615763929,92,53.4263,11.8488,39.99,8.01
393,aksay,0,RU,1615763929,80,47.26,39.87,33.01,13.42
394,chicama,0,PE,1615763929,83,-7.8447,-79.1469,73.4,6.91
395,stromness,75,GB,1615763862,87,58.965,-3.296,41.0,13.8
396,puerto narino,75,CO,1615763930,89,-3.7703,-70.3831,78.8,2.3
397,kavalerovo,9,RU,1615763930,52,44.2661,135.0572,36.77,1.19
398,khorixas,94,NA,1615763661,66,-20.3667,14.9667,70.27,3.74
399,pevek,100,RU,1615763285,96,69.7008,170.3133,-5.96,15.7
400,winchester,75,GB,1615763931,87,51.0651,-1.3187,48.99,18.41
401,svetlyy,20,RU,1615763649,93,54.675,20.1347,37.4,11.18
402,tucuman,75,AR,1615763932,94,-26.8241,-65.2226,73.4,2.3
403,riohacha,21,CO,1615763932,76,11.5444,-72.9072,78.33,16.49
404,kwidzyn,15,PL,1615763933,87,53.7249,18.9311,35.01,5.99
405,saint-augustin,100,CA,1615763574,84,51.226,-58.6502,12.27,13.58
406,concepcion del uruguay,0,AR,1615763933,35,-32.4825,-58.2372,81.0,3.0
407,bilma,0,NE,1615763934,13,18.6853,12.9164,79.65,9.66
408,gombong,99,ID,1615763666,89,-7.6072,109.5142,75.09,1.88
409,oxford,75,GB,1615763876,81,51.7522,-1.256,48.2,12.66
410,hofn,98,IS,1615763579,87,64.2539,-15.2082,34.34,7.31
411,erenhot,0,CN,1615763935,21,43.6475,111.9767,19.02,20.24
412,aranos,98,NA,1615763509,67,-24.1333,19.1167,69.75,5.82
413,taoudenni,0,ML,1615763557,29,22.6783,-3.9836,74.46,14.12
414,kismayo,49,SO,1615763936,81,-0.3582,42.5454,77.68,11.97
415,cuamba,100,MZ,1615763715,98,-14.8031,36.5372,68.29,1.66
416,souillac,75,MU,1615763394,94,-20.5167,57.5167,77.0,9.6
417,bronnoysund,90,NO,1615763937,93,65.4625,12.1997,35.6,1.14
418,verkhnevilyuysk,92,RU,1615763937,93,63.4453,120.3167,-11.22,8.99
419,hoquiam,90,US,1615763938,70,46.9809,-123.8893,45.0,18.41
420,nabire,26,ID,1615763688,79,-3.3667,135.4833,79.63,2.91
421,ous,26,RU,1615763938,90,60.9058,61.5186,9.75,7.14
422,kristiinankaupunki,99,FI,1615763939,96,62.2743,21.376,28.83,5.06
423,mehamn,90,NO,1615763939,86,71.0357,27.8492,26.6,3.44
424,tamboril,20,DO,1615763940,73,19.4854,-70.611,77.0,8.05
425,guozhen,0,CN,1615763940,72,34.3659,107.359,53.74,2.53
426,mago,0,RU,1615763940,81,53.2514,140.1822,31.8,1.14
427,yichang,80,CN,1615763941,82,30.7144,111.2847,59.0,1.61
428,chimbarongo,0,CL,1615763941,53,-34.7,-71.05,73.4,9.22
429,armeria,1,MX,1615763942,61,18.9333,-103.9667,82.4,6.06
430,wagar,0,SD,1615763942,79,16.1525,36.2032,72.0,6.85
431,grand gaube,99,MU,1615763673,92,-20.0064,57.6608,75.99,1.01
432,dana point,63,US,1615763725,66,33.467,-117.6981,61.0,4.0
433,telde,20,ES,1615763943,72,27.9924,-15.4192,64.4,14.97
434,jiwani,9,PK,1615763943,90,25.05,61.7417,72.16,6.73
435,jiuquan,0,CN,1615763944,31,39.7432,98.5174,36.43,10.07
436,cardoso,91,BR,1615763945,76,-20.0819,-49.9142,76.23,0.63
437,ajuchitlan,40,MX,1615763945,17,20.7167,-100.0167,84.2,9.22
438,finote selam,47,ET,1615763946,41,10.7,37.2667,66.61,2.59
439,asfi,100,MA,1615763664,76,32.2994,-9.2372,59.4,16.11
440,maarianhamina,40,AX,1615763946,100,60.0973,19.9348,32.0,3.44
441,shelburne,0,CA,1615763946,62,44.0787,-80.2041,26.01,18.68
442,soe,100,ID,1615763947,90,-9.8607,124.284,68.77,2.53
443,salta,40,AR,1615763947,68,-24.7859,-65.4117,68.0,9.22
444,atasu,100,KZ,1615763948,89,48.6814,71.6433,1.06,6.91
445,saint-francois,0,FR,1615763948,70,46.4154,3.9054,41.0,4.61
446,dubti,0,ET,1615763948,65,11.7361,41.0853,75.31,10.51
447,bac lieu,70,VN,1615763949,83,9.285,105.7244,75.34,8.88
448,ouesso,86,CG,1615763949,87,1.6136,16.0517,73.02,2.95
449,jacareacanga,75,BR,1615763950,96,-6.2222,-57.7528,74.84,1.36
450,agua branca,50,BR,1615763950,86,-5.8922,-42.6361,74.41,1.34
451,baiyin,0,CN,1615763950,32,36.5583,104.2081,46.0,6.71
452,constitucion,61,CL,1615763951,87,-35.3333,-72.4167,58.1,3.31
453,puerto madryn,82,AR,1615763951,72,-42.7692,-65.0385,63.05,17.07
454,richards bay,27,ZA,1615763952,92,-28.783,32.0377,73.09,8.41
455,alofi,75,NU,1615763351,70,-19.0595,-169.9187,86.0,10.36
456,ondjiva,33,AO,1615763952,82,-17.0667,15.7333,68.22,5.99
457,kloulklubed,75,PW,1615763586,100,7.0419,134.2556,77.0,9.19
458,san remigio,19,PH,1615763953,84,11.0809,123.9381,79.81,5.7
459,amahai,82,ID,1615763953,85,-3.3333,128.9167,86.0,5.99
460,flinders,0,AU,1615763954,62,-34.5833,150.8552,64.99,4.0
461,quatre cocos,75,MU,1615763653,94,-20.2078,57.7625,77.0,10.22
462,baykalovo,9,RU,1615763954,87,57.3981,63.7684,10.17,10.13
463,aban,68,RU,1615763955,90,56.67,96.06,-2.07,5.12
464,mokhsogollokh,100,RU,1615763955,90,61.4681,128.9203,11.16,9.37
465,puttur,20,IN,1615763956,78,12.7667,75.2167,80.6,1.95
466,tambacounda,22,SN,1615763956,14,13.7539,-13.7586,82.45,6.98
467,sajanan,40,TN,1615763956,67,37.0573,9.2426,57.2,14.97
468,inhambane,2,MZ,1615763957,91,-23.865,35.3833,74.23,6.46
469,madang,100,PG,1615763958,77,-5.2246,145.7966,81.66,3.87
470,leshukonskoye,99,RU,1615763469,93,64.8989,45.7622,30.47,7.27
471,ust-maya,100,RU,1615763958,85,60.4167,134.5333,14.83,6.13
472,nova olimpia,90,BR,1615763701,93,-14.7972,-57.2881,75.27,2.68
473,sambava,96,MG,1615763959,87,-14.2667,50.1667,76.33,6.04
474,amapa,84,BR,1615763959,98,1.0,-52.0,72.81,4.83
475,hami,100,CN,1615763952,44,42.8,93.45,46.85,11.92
476,novobirilyussy,100,RU,1615763960,95,56.9514,90.6661,-0.29,3.47
477,kota kinabalu,20,MY,1615763960,88,5.9749,116.0724,75.2,2.3
478,colares,70,PT,1615763961,83,38.7992,-9.4469,55.99,15.73
479,estelle,75,US,1615763961,88,29.8458,-90.1067,75.99,13.8
480,ahlat,94,TR,1615763961,84,38.7518,42.4814,30.42,3.74
481,zeya,100,RU,1615763962,98,53.75,127.2667,33.76,10.63
482,deputatskiy,51,RU,1615763431,74,69.3,139.9,-13.25,1.95
483,nalut,10,LY,1615763962,49,30.3333,10.85,58.6,12.8
484,pokrovsk,37,UA,1615763963,88,48.282,37.1758,32.9,12.5
485,pangkalanbuun,84,ID,1615763963,92,-2.6833,111.6167,75.04,1.52
486,quelimane,32,MZ,1615763545,94,-17.8786,36.8883,72.79,2.28
487,rincon,75,US,1615763964,53,32.296,-81.2354,77.0,10.36
488,beloha,1,MG,1615763659,79,-25.1667,45.05,72.55,13.15
489,koumra,67,TD,1615763964,38,8.9126,17.5539,84.0,4.72
490,valdivia,0,CL,1615763965,68,-39.8142,-73.2459,64.4,5.75
491,port blair,52,IN,1615763687,76,11.6667,92.75,78.93,6.51
492,thouars,100,FR,1615763965,89,46.976,-0.2151,45.0,10.22
493,hueyotlipan,40,MX,1615763966,22,18.9,-97.85,78.8,16.11
494,vostok,0,RU,1615763966,73,46.4856,135.8833,31.55,3.27
495,batemans bay,0,AU,1615763967,65,-35.7167,150.1833,61.0,4.0
496,vestmanna,75,FO,1615763967,93,62.1564,-7.1664,39.2,5.75
497,kristiansund,20,NO,1615763967,80,63.1115,7.732,35.6,8.05
498,ormara,0,PK,1615763968,69,25.2088,64.6357,73.65,6.76
499,garowe,68,SO,1615763968,91,8.4054,48.4845,66.74,9.84
500,cockburn town,20,TC,1615763559,57,21.4612,-71.1419,75.2,6.91
501,kalmunai,72,LK,1615763532,81,7.4167,81.8167,76.66,2.59
502,dabakala,74,CI,1615763969,26,8.3667,-4.4333,85.17,3.13
503,oksbol,40,DK,1615763969,87,55.6268,8.2876,41.0,13.8
504,gilgit,98,PK,1615763970,72,35.9221,74.3087,41.23,1.01
505,buraydah,20,SA,1615763526,30,26.326,43.975,69.8,13.8
506,pangody,98,RU,1615763970,91,65.85,74.4859,6.22,6.44
507,dosso,18,NE,1615763946,22,13.049,3.1937,80.19,6.98
508,karratha,86,AU,1615763705,66,-20.7377,116.8463,83.16,6.6
509,azul,47,AR,1615763971,58,-36.777,-59.8585,71.01,5.82
510,daru,76,PG,1615763582,85,-9.0763,143.2092,80.08,6.04
511,valle hermoso,90,MX,1615763972,73,25.6667,-97.8333,71.6,11.5
512,yuci,0,CN,1615763972,87,37.6803,112.7319,42.8,6.71
513,kiomboi,68,TZ,1615763972,68,-4.2667,34.3667,59.18,3.94
514,sivaki,100,RU,1615763973,96,52.6333,126.75,33.91,17.25
515,walvis bay,21,NA,1615763973,88,-22.9575,14.5053,62.6,3.44
516,kilembe,82,UG,1615763974,56,0.2,30.0,65.19,3.24
517,shelton,40,US,1615763974,44,41.3165,-73.0932,37.4,21.85
518,mpulungu,29,ZM,1615763974,79,-8.7623,31.1141,71.76,5.57
519,kyzyl-suu,45,KG,1615763975,77,42.3414,78.0056,32.7,3.91
520,jasper,90,US,1615763701,94,37.2001,-94.3502,54.0,6.91
521,ust-kan,100,RU,1615763975,75,50.9276,84.761,9.39,1.32
522,tingi,96,TZ,1615763695,92,-11.3,35.0333,63.03,2.42
523,zilupe,97,LV,1615763976,96,56.3862,28.1217,35.2,11.34
524,fairlie,83,GB,1615763976,90,55.756,-4.8556,44.01,1.99
525,talara,15,PE,1615763609,74,-4.5772,-81.2719,78.31,8.57
526,anadyr,75,RU,1615763546,85,64.75,177.4833,5.0,11.18
527,coihaique,0,CL,1615763513,52,-45.5752,-72.0662,66.2,4.18
528,puerto suarez,60,BO,1615763978,61,-18.95,-57.8,82.85,4.25
529,marawi,10,PH,1615763978,88,7.9986,124.2928,75.0,4.0
530,orahovac,40,XK,1615763978,76,42.3994,20.6547,45.0,3.44
531,lardos,75,GR,1615763979,94,36.0942,28.0157,57.0,5.84
532,xingcheng,98,CN,1615763979,86,40.6167,120.7167,41.43,11.12
533,haverfordwest,100,GB,1615763980,89,51.8017,-4.9691,50.0,18.01
534,tajao,40,PH,1615763980,89,10.3148,123.5835,80.6,1.14
535,mattru,100,SL,1615763981,86,7.6244,-11.8332,76.57,3.58
536,kemijarvi,100,FI,1615763981,96,66.7131,27.4306,25.59,1.36
537,yenagoa,100,NG,1615763561,90,4.9247,6.2642,74.53,3.65
538,manjeshwar,20,IN,1615763982,78,12.7194,74.8861,80.6,5.97
539,kisangani,94,CD,1615763982,97,0.5167,25.2,68.9,3.6
540,morondava,0,MG,1615763982,81,-20.2833,44.2833,76.78,6.04
541,lahij,0,YE,1615763983,84,13.1667,44.5833,70.12,6.69
542,kizner,100,RU,1615763984,92,56.2749,51.508,17.92,11.99
543,sioux lookout,20,CA,1615763984,27,50.1001,-91.917,30.2,5.75
544,sala,100,MA,1615763984,100,34.0389,-6.8166,53.01,3.89
545,asheboro,75,US,1615763781,22,35.7079,-79.8136,66.2,4.61
546,dese,0,ET,1615763985,64,11.1333,39.6333,54.41,1.54
547,lazaro cardenas,0,MX,1615763985,65,17.9583,-102.2,80.2,7.49
